product_name,description,category,subcategory
"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ190N5 75 Adapter","Key Features of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ190N5 75 Adapter Designed  for Sony  Vaio VGN-FZ190N5,Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ190N5 75 Adapter (Power Cord Included) Price: Rs. 599 This is a SmartPro Brand Product. Smartpro Laptop Adapter For 75W Charger for Sony Vaio VGN-FZ190N5 19.5V 3.9A 19.5V 3.95A Connector Pin Size 6.5 x 4.4. This Smartpro replacement adapter is designed to provide reliable power and charge to your laptop. Made from highest quality parts each replacement adapter conforms to specifications similar to original in its quality. Each adapter also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please note that all images are indicative, actual product label may vary. Before place order the adapter please assure that you have select right adapter for your laptop. Please check the adapter's voltage and current compliance with the requirment of laptop. Adapter output current laptop rated current, adapter output volatege and notebook voltage deviation , please also check adapter pin with image before place order.,Specifications of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ190N5 75 Adapter (Power Cord Included) General Brand Smartpro Designed For Vaio VGN-FZ190N5 Sales Package 1 Laptop Adapter Key Features Designed for Sony Vaio VGN-FZ190N5 Connector Pin Type 6.5mm x 4.4mm Model Id 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ190N5 Power Power Input 220 V, 50 - 60 Hz Power Consumption (W) 75 W Output Current (A) 3.9 A Output Voltage (V) 19.5 V Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 6 Month India Warranty Warranty Service Type Replacement or Repair Carry in Warranty. Customer needs to Carry in / send it for Replacement or Repairs and the Replaced Product will be sent back to Customer Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane","[""Computers ",Adapter
"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR320E/R 75 Adapter","Key Features of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR320E/R 75 Adapter Designed  for Sony   Vaio VGN-CR320E/R,Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR320E/R 75 Adapter (Power Cord Included) Price: Rs. 599 This is a SmartPro Brand Product. Smartpro Laptop Adapter For 75W Charger for Sony Vaio VGN-CR320E/R 19.5V 3.9A 19.5V 3.95A Connector Pin Size 6.5 x 4.4. This Smartpro replacement adapter is designed to provide reliable power and charge to your laptop. Made from highest quality parts each replacement adapter conforms to specifications similar to original in its quality. Each adapter also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please note that all images are indicative, actual product label may vary. Before place order the adapter please assure that you have select right adapter for your laptop. Please check the adapter's voltage and current compliance with the requirment of laptop. Adapter output current laptop rated current, adapter output volatege and notebook voltage deviation , please also check adapter pin with image before place order.,Specifications of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR320E/R 75 Adapter (Power Cord Included) General Brand Smartpro Designed For Vaio VGN-CR320E/R Sales Package 1 Laptop Adapter Key Features Designed for Sony Vaio VGN-CR320E/R Connector Pin Type 6.5mm x 4.4mm Model Id 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR320E/R Power Power Input 220 V, 50 - 60 Hz Power Consumption (W) 75 W Output Current (A) 3.9 A Output Voltage (V) 19.5 V Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 6 Month India Warranty Warranty Service Type Replacement or Repair Carry in Warranty. Customer needs to Carry in / send it for Replacement or Repairs and the Replaced Product will be sent back to Customer Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane","[""Computers ",Adapter
"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR507E/J 75 Adapter","Key Features of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR507E/J 75 Adapter Designed  for Sony Vaio VGN-CR507E/J,Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR507E/J 75 Adapter (Power Cord Included) Price: Rs. 599 This is a SmartPro Brand Product. Smartpro Laptop Adapter For 75W Charger for Sony Vaio VGN-CR507E/J 19.5V 3.9A 19.5V 3.95A Connector Pin Size 6.5 x 4.4. This Smartpro replacement adapter is designed to provide reliable power and charge to your laptop. Made from highest quality parts each replacement adapter conforms to specifications similar to original in its quality. Each adapter also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please note that all images are indicative, actual product label may vary. Before place order the adapter please assure that you have select right adapter for your laptop. Please check the adapter's voltage and current compliance with the requirment of laptop. Adapter output current laptop rated current, adapter output volatege and notebook voltage deviation , please also check adapter pin with image before place order.,Specifications of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR507E/J 75 Adapter (Power Cord Included) General Brand Smartpro Designed For Vaio VGN-CR507E/J Sales Package 1 Laptop Adapter Key Features Designed for Sony Vaio VGN-CR507E/J Connector Pin Type 6.5mm x 4.4mm Model Id 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR507E/J Power Power Input 220 V, 50 - 60 Hz Power Consumption (W) 75 W Output Current (A) 3.9 A Output Voltage (V) 19.5 V Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 6 Month India Warranty Warranty Service Type Replacement or Repair Carry in Warranty. Customer needs to Carry in / send it for Replacement or Repairs and the Replaced Product will be sent back to Customer Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane","[""Computers ",Adapter
"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR420E/L 75 Adapter","Key Features of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR420E/L 75 Adapter Designed  for Sony   Vaio VGN-CR420E/L,Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR420E/L 75 Adapter (Power Cord Included) Price: Rs. 599 This is a SmartPro Brand Product. Smartpro Laptop Adapter For 75W Charger for Sony Vaio VGN-CR420E/L 19.5V 3.9A 19.5V 3.95A Connector Pin Size 6.5 x 4.4. This Smartpro replacement adapter is designed to provide reliable power and charge to your laptop. Made from highest quality parts each replacement adapter conforms to specifications similar to original in its quality. Each adapter also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please note that all images are indicative, actual product label may vary. Before place order the adapter please assure that you have select right adapter for your laptop. Please check the adapter's voltage and current compliance with the requirment of laptop. Adapter output current laptop rated current, adapter output volatege and notebook voltage deviation , please also check adapter pin with image before place order.,Specifications of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR420E/L 75 Adapter (Power Cord Included) General Brand Smartpro Designed For Vaio VGN-CR420E/L Sales Package 1 Laptop Adapter Key Features Designed for Sony Vaio VGN-CR420E/L Connector Pin Type 6.5mm x 4.4mm Model Id 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR420E/L Power Power Input 220 V, 50 - 60 Hz Power Consumption (W) 75 W Output Current (A) 3.9 A Output Voltage (V) 19.5 V Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 6 Month India Warranty Warranty Service Type Replacement or Repair Carry in Warranty. Customer needs to Carry in / send it for Replacement or Repairs and the Replaced Product will be sent back to Customer Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane","[""Computers ",Adapter
"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR410E/P 75 Adapter","Key Features of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR410E/P 75 Adapter Designed  for Sony   Vaio VGN-CR410E/P,Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR410E/P 75 Adapter (Power Cord Included) Price: Rs. 599 This is a SmartPro Brand Product. Smartpro Laptop Adapter For 75W Charger for Sony Vaio VGN-CR410E/P 19.5V 3.9A 19.5V 3.95A Connector Pin Size 6.5 x 4.4. This Smartpro replacement adapter is designed to provide reliable power and charge to your laptop. Made from highest quality parts each replacement adapter conforms to specifications similar to original in its quality. Each adapter also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please note that all images are indicative, actual product label may vary. Before place order the adapter please assure that you have select right adapter for your laptop. Please check the adapter's voltage and current compliance with the requirment of laptop. Adapter output current laptop rated current, adapter output volatege and notebook voltage deviation , please also check adapter pin with image before place order.,Specifications of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR410E/P 75 Adapter (Power Cord Included) General Brand Smartpro Designed For Vaio VGN-CR410E/P Sales Package 1 Laptop Adapter Key Features Designed for Sony Vaio VGN-CR410E/P Connector Pin Type 6.5mm x 4.4mm Model Id 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR410E/P Power Power Input 220 V, 50 - 60 Hz Power Consumption (W) 75 W Output Current (A) 3.9 A Output Voltage (V) 19.5 V Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 6 Month India Warranty Warranty Service Type Replacement or Repair Carry in Warranty. Customer needs to Carry in / send it for Replacement or Repairs and the Replaced Product will be sent back to Customer Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane","[""Computers ",Adapter
"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR425E 75 Adapter","Key Features of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR425E 75 Adapter Designed  for Sony   Vaio VGN-CR425E,Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR425E 75 Adapter (Power Cord Included) Price: Rs. 599 This is a SmartPro Brand Product. Smartpro Laptop Adapter For 75W Charger for Sony Vaio VGN-CR425E 19.5V 3.9A 19.5V 3.95A Connector Pin Size 6.5 x 4.4. This Smartpro replacement adapter is designed to provide reliable power and charge to your laptop. Made from highest quality parts each replacement adapter conforms to specifications similar to original in its quality. Each adapter also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please note that all images are indicative, actual product label may vary. Before place order the adapter please assure that you have select right adapter for your laptop. Please check the adapter's voltage and current compliance with the requirment of laptop. Adapter output current laptop rated current, adapter output volatege and notebook voltage deviation , please also check adapter pin with image before place order.,Specifications of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR425E 75 Adapter (Power Cord Included) General Brand Smartpro Designed For Vaio VGN-CR425E Sales Package 1 Laptop Adapter Key Features Designed for Sony Vaio VGN-CR425E Connector Pin Type 6.5mm x 4.4mm Model Id 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR425E Power Power Input 220 V, 50 - 60 Hz Power Consumption (W) 75 W Output Current (A) 3.9 A Output Voltage (V) 19.5 V Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 6 Month India Warranty Warranty Service Type Replacement or Repair Carry in Warranty. Customer needs to Carry in / send it for Replacement or Repairs and the Replaced Product will be sent back to Customer Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane","[""Computers ",Adapter
Think3 RICOH SP 300 DN RESET CHIP Black Toner,"Key Features of Think3 RICOH SP 300 DN RESET CHIP Black Toner Suitable For: RICOH SP 300 DN RESET CHIP Page Yield: 1500 Compatible Ink Types: Solvent,Think3 RICOH SP 300 DN RESET CHIP Black Toner (Black Toner) Price: Rs. 200 Color: Black 100% compatible. Instructions: For Every toner refill the chip has to be replaced. Please do not install chips when the toner is low Installation method: 1. Open the cover and remove the old chip. 2. Please do not install the chip first, Close the cover then turn on the machine. 3. After all the warning indicator is on, then open the cover and insert the new chip inside. Content : Cartridge chip - 1 Nos. ***Image may differ from actual item.,Specifications of Think3 RICOH SP 300 DN RESET CHIP Black Toner (Black Toner) General Brand Think3 Suitable For RICOH SP 300 DN RESET CHIP Page Yield 1500 Color Type Black Compatible Ink Types Solvent Model Name RICOH SP 300 DN RESET CHIP Model Series RICOH SP 300 DN RESET CHIP Cartridge Type Toner Color Black Toner DIMENSIONS AND WEIGHT Weight 150 g Height 1 mm Depth 1 mm Warranty Warranty Warranty only for Manufacturing Defects Service Type No onsite Warranty. Warranty only for Manufacture Defects. Not Covered Under Warranty NO warranty for Physical Damage or Wrong Installation","[""Computers ",Cartridge
"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR508E/R 75 Adapter","Key Features of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR508E/R 75 Adapter Designed  for Sony Vaio VGN-CR508E/R,Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR508E/R 75 Adapter (Power Cord Included) Price: Rs. 599 This is a SmartPro Brand Product. Smartpro Laptop Adapter For 75W Charger for Sony Vaio VGN-CR508E/R 19.5V 3.9A 19.5V 3.95A Connector Pin Size 6.5 x 4.4. This Smartpro replacement adapter is designed to provide reliable power and charge to your laptop. Made from highest quality parts each replacement adapter conforms to specifications similar to original in its quality. Each adapter also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please note that all images are indicative, actual product label may vary. Before place order the adapter please assure that you have select right adapter for your laptop. Please check the adapter's voltage and current compliance with the requirment of laptop. Adapter output current laptop rated current, adapter output volatege and notebook voltage deviation , please also check adapter pin with image before place order.,Specifications of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR508E/R 75 Adapter (Power Cord Included) General Brand Smartpro Designed For Vaio VGN-CR508E/R Sales Package 1 Laptop Adapter Key Features Designed for Sony Vaio VGN-CR508E/R Connector Pin Type 6.5mm x 4.4mm Model Id 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR508E/R Power Power Input 220 V, 50 - 60 Hz Power Consumption (W) 75 W Output Current (A) 3.9 A Output Voltage (V) 19.5 V Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 6 Month India Warranty Warranty Service Type Replacement or Repair Carry in Warranty. Customer needs to Carry in / send it for Replacement or Repairs and the Replaced Product will be sent back to Customer Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane","[""Computers ",Adapter
"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR540E/J 75 Adapter","Key Features of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR540E/J 75 Adapter Designed  for Sony  Vaio VGN-CR540E/J,Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR540E/J 75 Adapter (Power Cord Included) Price: Rs. 599 This is a SmartPro Brand Product. Smartpro Laptop Adapter For 75W Charger for Sony Vaio VGN-CR540E/J 19.5V 3.9A 19.5V 3.95A Connector Pin Size 6.5 x 4.4. This Smartpro replacement adapter is designed to provide reliable power and charge to your laptop. Made from highest quality parts each replacement adapter conforms to specifications similar to original in its quality. Each adapter also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please note that all images are indicative, actual product label may vary. Before place order the adapter please assure that you have select right adapter for your laptop. Please check the adapter's voltage and current compliance with the requirment of laptop. Adapter output current laptop rated current, adapter output volatege and notebook voltage deviation , please also check adapter pin with image before place order.,Specifications of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR540E/J 75 Adapter (Power Cord Included) General Brand Smartpro Designed For Vaio VGN-CR540E/J Sales Package 1 Laptop Adapter Key Features Designed for Sony Vaio VGN-CR540E/J Connector Pin Type 6.5mm x 4.4mm Model Id 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR540E/J Power Power Input 220 V, 50 - 60 Hz Power Consumption (W) 75 W Output Current (A) 3.9 A Output Voltage (V) 19.5 V Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 6 Month India Warranty Warranty Service Type Replacement or Repair Carry in Warranty. Customer needs to Carry in / send it for Replacement or Repairs and the Replaced Product will be sent back to Customer Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane","[""Computers ",Adapter
"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR509 75 Adapter","Key Features of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR509 75 Adapter Designed  for Sony   Vaio VGN-CR509,Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR509 75 Adapter (Power Cord Included) Price: Rs. 599 This is a SmartPro Brand Product. Smartpro Laptop Adapter For 75W Charger for Sony Vaio VGN-CR509 19.5V 3.9A 19.5V 3.95A Connector Pin Size 6.5 x 4.4. This Smartpro replacement adapter is designed to provide reliable power and charge to your laptop. Made from highest quality parts each replacement adapter conforms to specifications similar to original in its quality. Each adapter also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please note that all images are indicative, actual product label may vary. Before place order the adapter please assure that you have select right adapter for your laptop. Please check the adapter's voltage and current compliance with the requirment of laptop. Adapter output current laptop rated current, adapter output volatege and notebook voltage deviation , please also check adapter pin with image before place order.,Specifications of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR509 75 Adapter (Power Cord Included) General Brand Smartpro Designed For Vaio VGN-CR509 Sales Package 1 Laptop Adapter Key Features Designed for Sony Vaio VGN-CR509 Connector Pin Type 6.5mm x 4.4mm Model Id 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR509 Power Power Input 220 V, 50 - 60 Hz Power Consumption (W) 75 W Output Current (A) 3.9 A Output Voltage (V) 19.5 V Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 6 Month India Warranty Warranty Service Type Replacement or Repair Carry in Warranty. Customer needs to Carry in / send it for Replacement or Repairs and the Replaced Product will be sent back to Customer Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane","[""Computers ",Adapter
"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ90HS 75 Adapter","Key Features of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ90HS 75 Adapter Designed  for Sony   Vaio VGN-FZ90HS,Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ90HS 75 Adapter (Power Cord Included) Price: Rs. 599 This is a SmartPro Brand Product. Smartpro Laptop Adapter For 75W Charger for Sony Vaio VGN-FZ90HS 19.5V 3.9A 19.5V 3.95A Connector Pin Size 6.5 x 4.4. This Smartpro replacement adapter is designed to provide reliable power and charge to your laptop. Made from highest quality parts each replacement adapter conforms to specifications similar to original in its quality. Each adapter also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please note that all images are indicative, actual product label may vary. Before place order the adapter please assure that you have select right adapter for your laptop. Please check the adapter's voltage and current compliance with the requirment of laptop. Adapter output current laptop rated current, adapter output volatege and notebook voltage deviation , please also check adapter pin with image before place order.,Specifications of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ90HS 75 Adapter (Power Cord Included) General Brand Smartpro Designed For Vaio VGN-FZ90HS Sales Package 1 Laptop Adapter Key Features Designed for Sony Vaio VGN-FZ90HS Connector Pin Type 6.5mm x 4.4mm Model Id 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ90HS Power Power Input 220 V, 50 - 60 Hz Power Consumption (W) 75 W Output Current (A) 3.9 A Output Voltage (V) 19.5 V Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 6 Month India Warranty Warranty Service Type Replacement or Repair Carry in Warranty. Customer needs to Carry in / send it for Replacement or Repairs and the Replaced Product will be sent back to Customer Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane","[""Computers ",Adapter
"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ70B 75 Adapter","Key Features of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ70B 75 Adapter Designed  for Sony  Vaio VGN-FZ70B,Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ70B 75 Adapter (Power Cord Included) Price: Rs. 599 This is a SmartPro Brand Product. Smartpro Laptop Adapter For 75W Charger for Sony Vaio VGN-FZ70B 19.5V 3.9A 19.5V 3.95A Connector Pin Size 6.5 x 4.4. This Smartpro replacement adapter is designed to provide reliable power and charge to your laptop. Made from highest quality parts each replacement adapter conforms to specifications similar to original in its quality. Each adapter also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please note that all images are indicative, actual product label may vary. Before place order the adapter please assure that you have select right adapter for your laptop. Please check the adapter's voltage and current compliance with the requirment of laptop. Adapter output current laptop rated current, adapter output volatege and notebook voltage deviation , please also check adapter pin with image before place order.,Specifications of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ70B 75 Adapter (Power Cord Included) General Brand Smartpro Designed For Vaio VGN-FZ70B Sales Package 1 Laptop Adapter Key Features Designed for Sony Vaio VGN-FZ70B Connector Pin Type 6.5mm x 4.4mm Model Id 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ70B Power Power Input 220 V, 50 - 60 Hz Power Consumption (W) 75 W Output Current (A) 3.9 A Output Voltage (V) 19.5 V Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 6 Month India Warranty Warranty Service Type Replacement or Repair Carry in Warranty. Customer needs to Carry in / send it for Replacement or Repairs and the Replaced Product will be sent back to Customer Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane","[""Computers ",Adapter
"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ150E 75 Adapter","Key Features of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ150E 75 Adapter Designed  for Sony   Vaio VGN-FZ150E,Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ150E 75 Adapter (Power Cord Included) Price: Rs. 599 This is a SmartPro Brand Product. Smartpro Laptop Adapter For 75W Charger for Sony Vaio VGN-FZ150E 19.5V 3.9A 19.5V 3.95A Connector Pin Size 6.5 x 4.4. This Smartpro replacement adapter is designed to provide reliable power and charge to your laptop. Made from highest quality parts each replacement adapter conforms to specifications similar to original in its quality. Each adapter also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please note that all images are indicative, actual product label may vary. Before place order the adapter please assure that you have select right adapter for your laptop. Please check the adapter's voltage and current compliance with the requirment of laptop. Adapter output current laptop rated current, adapter output volatege and notebook voltage deviation , please also check adapter pin with image before place order.,Specifications of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ150E 75 Adapter (Power Cord Included) General Brand Smartpro Designed For Vaio VGN-FZ150E Sales Package 1 Laptop Adapter Key Features Designed for Sony Vaio VGN-FZ150E Connector Pin Type 6.5mm x 4.4mm Model Id 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ150E Power Power Input 220 V, 50 - 60 Hz Power Consumption (W) 75 W Output Current (A) 3.9 A Output Voltage (V) 19.5 V Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 6 Month India Warranty Warranty Service Type Replacement or Repair Carry in Warranty. Customer needs to Carry in / send it for Replacement or Repairs and the Replaced Product will be sent back to Customer Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane","[""Computers ",Adapter
"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR309E 75 Adapter","Key Features of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR309E 75 Adapter Designed  for Sony   Vaio VGN-CR309E,Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR309E 75 Adapter (Power Cord Included) Price: Rs. 599 This is a SmartPro Brand Product. Smartpro Laptop Adapter For 75W Charger for Sony Vaio VGN-CR309E 19.5V 3.9A 19.5V 3.95A Connector Pin Size 6.5 x 4.4. This Smartpro replacement adapter is designed to provide reliable power and charge to your laptop. Made from highest quality parts each replacement adapter conforms to specifications similar to original in its quality. Each adapter also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please note that all images are indicative, actual product label may vary. Before place order the adapter please assure that you have select right adapter for your laptop. Please check the adapter's voltage and current compliance with the requirment of laptop. Adapter output current laptop rated current, adapter output volatege and notebook voltage deviation , please also check adapter pin with image before place order.,Specifications of Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR309E 75 Adapter (Power Cord Included) General Brand Smartpro Designed For Vaio VGN-CR309E Sales Package 1 Laptop Adapter Key Features Designed for Sony Vaio VGN-CR309E Connector Pin Type 6.5mm x 4.4mm Model Id 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR309E Power Power Input 220 V, 50 - 60 Hz Power Consumption (W) 75 W Output Current (A) 3.9 A Output Voltage (V) 19.5 V Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 6 Month India Warranty Warranty Service Type Replacement or Repair Carry in Warranty. Customer needs to Carry in / send it for Replacement or Repairs and the Replaced Product will be sent back to Customer Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane","[""Computers ",Adapter
"Smartpro 10.5v,2.9a for Tablet Charger 75 Adapter","Key Features of Smartpro 10.5v,2.9a for Tablet Charger 75 Adapter 10.5v,2.9a for  Tablet Charger,Specifications of Smartpro 10.5v,2.9a for Tablet Charger 75 Adapter (Power Cord Included) General Brand Smartpro Designed For Tablet Sales Package 1 Laptop Adapter Key Features 10.5v,2.9a for Tablet Charger Connector Pin Type 6.5mm x 4.4mm Model Id 10.5v,2.9a for Tablet Charger Power Power Input 220 V, 50 - 60 Hz Power Consumption (W) 75 W Output Current (A) 3.9 A Output Voltage (V) 19.5 V Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 6 Month India Warranty Warranty Service Type Replacement or Repair Carry in Warranty. Customer needs to Carry in / send it for Replacement or Repairs and the Replaced Product will be sent back to Customer Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane","[""Computers ",Adapter
